contigName	contigLen	totalAvgDepth	sorted_for_coverage.bam	sorted_for_coverage.bam-var
k141_5602	6408	73.9754	73.9755	7232
k141_1057	1487	3.39117	3.39117	2.94045
k141_6275	17130	35.4978	35.4978	304.589
k141_13549	1894	72.6812	72.6812	7494.16
k141_5603	1114	3.37241	3.37241	4.68257
k141_2866	1145	5.1598	5.1598	15.5228
k141_562	10936	33.2089	33.209	593.478
k141_3305	1060	3.41429	3.41429	7.92391
k141_6276	1382	5.04951	5.04951	18.5378
k141_13372	16363	66.5524	66.5524	4382.5
k141_3088	9028	69.5351	69.5351	2213.81
k141_11826	11109	60.8831	60.8831	5551.95
k141_13550	1682	4.49282	4.49282	10.2423
k141_2868	1389	765.465	765.465	5.88164e+06
k141_564	1199	3.6959	3.6959	11.5439
k141_1748	2892	593.35	593.35	102873
k141_1058	2788	192.32	192.32	254550
k141_8800	3891	31.8939	31.8939	232.364
k141_1749	1112	1.3815	1.3815	2.32152
k141_8124	17370	59.5974	59.5974	4312.13
k141_566	1566	136.503	136.504	15387.2
k141_11296	10959	45.0518	45.0518	1384.17
k141_2871	1485	51.4225	51.4225	181.166
k141_7897	86770	43.9303	43.9303	2059.07
k141_1751	1344	5.89615	5.89615	17.3739
k141_11297	1043	7.08847	7.08847	10.8251
k141_567	1691	556.108	556.108	391523
k141_5612	1881	163.628	163.628	5252.62
k141_3089	4525	91.7093	91.7093	15635.6
k141_13374	4877	34.8301	34.8301	314.021
k141_2874	1744	68.5803	68.5809	1151.86
k141_7407	42596	4.09221	4.09221	20.8018
k141_1543	29650	47.6649	47.6649	1227.81
k141_8393	29486	105.37	105.37	5675.28
k141_6959	51704	66.2496	66.2496	6710.3
k141_11298	4620	294.066	294.066	59941.1
k141_13551	7628	85.5824	85.5824	22021.9
k141_10861	16002	43.6065	43.6065	2263.8
k141_2208	21489	67.3379	67.3379	5799.59
k141_14062	26618	48.3231	48.3231	948.152
k141_430	29550	81.0452	81.0452	7346.43
k141_11299	1417	8.21389	8.21389	70.0843
k141_13552	1496	34367.4	34367.4	6.86333e+07
k141_2209	1314	8104.47	8104.47	4.20762e+07
k141_1753	6546	30.1956	30.1956	165.245
k141_2403	1012	8.92923	8.92923	52.8742
k141_436	1189	7.49086	7.49086	27.0729
k141_9889	153861	91.1536	91.1536	18885.6
k141_1269	27597	108.733	108.733	18530.3
k141_569	9306	118.757	118.757	7183.97
k141_11479	27615	116.153	116.153	9827.66
k141_2876	9090	31.3934	31.3934	767.388
k141_437	2839	80.0833	80.0833	1358.76
k141_4710	26421	123.109	123.109	22262
k141_1544	10313	41.0699	41.0699	420.911
k141_9891	3521	360.24	360.24	168521
k141_6521	81482	98.4031	98.4031	23015.3
k141_11483	2559	62.4271	62.4271	2014.84
k141_9892	1209	4.80548	4.80548	18.3101
k141_4712	1251	211.395	211.396	48669.7
k141_14424	24117	33.6895	33.6895	1283.67
k141_6691	34171	46.4838	46.4838	1115.34
k141_1062	16778	175.259	175.259	41458.9
k141_1547	2333	82.9817	82.9817	3368.68
k141_9896	1099	2.62592	2.62592	2.82933
k141_6692	1491	91.2811	91.2819	1257.37
k141_9722	16670	82.3976	82.3976	4073.97
k141_1550	1226	2.19796	2.19796	2.40636
k141_1272	8678	28.6812	28.6812	425.675
k141_4713	5019	41.0446	41.0446	484.425
k141_12835	111618	75.0134	75.0134	8430.32
k141_1063	3442	63.3451	63.3451	1735.39
k141_14426	4187	106.585	106.585	7089.37
k141_1552	1400	3.2008	3.2008	5.61135
k141_1754	4811	64.5816	64.5816	1357.46
k141_4714	1810	2.2488	2.2488	3.12495
k141_14064	11284	83.1512	83.1512	7125.18
k141_1065	1168	2.35953	2.35953	2.70247
k141_11302	14542	213.057	213.057	30808.4
k141_4217	33162	73.4216	73.4216	7868.43
k141_5616	2149	3.85893	3.85893	8.49357
k141_4716	1094	3.70763	3.70763	5.80629
k141_13553	14626	66.4187	66.4187	3921.09
k141_4218	1617	3.20791	3.20791	5.40626
k141_11304	1622	2.78668	2.78668	1.98166
k141_13555	1106	5.30335	5.30335	24.0441
k141_1066	4292	151.178	151.178	5083.39
k141_4718	3671	3.31838	3.31838	6.9576
k141_1558	2971	79.3952	79.3952	1029.44
k141_11307	2015	5.91796	5.91796	19.651
k141_1068	1035	3.25989	3.25989	7.57946
k141_13556	3085	29.4348	29.4348	82.5709
k141_14427	7518	3.99579	3.99579	12.1375
k141_8801	30119	173.26	173.26	51605.8
k141_6522	1719	48.2384	48.2384	294.862
k141_11309	1108	76.8319	76.8319	2239.83
k141_5399	56508	6.07207	6.07207	41.7574
k141_1069	1203	11.2764	11.2764	33.5156
k141_3092	26261	73.6652	73.6652	5568.14
k141_1560	2305	4949.09	4949.09	5.9621e+07
k141_1273	11073	232.161	232.161	147304
k141_5618	7800	41.9661	41.9661	703.264
k141_14428	3390	87.9571	87.9571	3684.52
k141_12841	8728	49.8598	49.8598	2143.99
k141_4719	5029	37.894	37.894	776.857
k141_12843	1160	5.42178	5.42178	10.0717
k141_13375	31728	38.7764	38.7764	1100.86
k141_13558	4950	137.602	137.602	32598.3
k141_1274	4141	53.0672	53.0672	2228.76
k141_5401	5750	87.2109	87.2109	1658.4
k141_13377	1028	1.65148	1.65148	1.7849
k141_12846	1313	2.66552	2.66552	2.86306
k141_570	24174	77.4527	77.4527	7491.23
k141_9480	130550	52.078	52.078	2523.39
k141_571	1080	18.3548	18.3548	178.483
k141_10375	154957	52.7934	52.7934	1705.87
k141_10865	4245	72.3148	72.3148	1134.8
k141_572	1063	3.84009	3.84009	5.98751
k141_6960	34713	196.818	196.818	62269.3
k141_10377	1039	2.05174	2.05174	4.24957
k141_12260	39943	158.882	158.882	11957.9
k141_5622	6858	47.7215	47.7215	647.686
k141_4445	212576	5.01523	5.01523	40.0885
k141_9032	72169	58.0201	58.0201	3002.47
k141_9897	23691	53.2026	53.2026	5595.63
k141_9723	1726	192.337	192.337	12522.8
k141_11310	11673	47.952	47.952	1575.95
k141_9033	1373	1.75225	1.75225	1.45659
k141_2211	33192	49.9592	49.9592	1689.53
k141_10640	25009	72.6296	72.6296	4142.48
k141_9899	1069	63.3428	63.3428	2073.69
k141_575	3500	6.77761	6.77761	757.202
k141_10642	1406	2.45143	2.45143	2.4343
k141_439	10089	37.3309	37.3309	645.73
k141_2212	2898	23.3741	23.3741	93.1309
k141_11317	1093	4.56522	4.56522	5.07618
k141_9034	4461	46.087	46.087	423.249
k141_2213	1844	293.979	293.98	36586
k141_9727	5254	43.4451	43.4451	557.831
k141_2214	1374	10.3701	10.3701	107.713
k141_9037	1908	3.31342	3.31342	4.46006
k141_14429	17406	34.3786	34.3786	704.318
k141_2215	1487	778.292	778.292	1.86001e+06
k141_4932	62359	40.3742	40.3742	7911.19
k141_10650	3259	135.875	135.875	8565.15
k141_8394	38520	105.528	105.528	15510
k141_831	88252	86.6947	86.6947	13300.2
k141_3307	53164	120.042	120.042	11083.1
k141_4447	10322	223.571	223.571	46968.1
k141_832	1289	2.37577	2.37577	1.52652
k141_2216	2278	52.4803	52.4803	700.367
k141_7409	45653	46.1296	46.1296	2569
k141_3734	138864	45.0105	45.0105	8460.35
k141_443	6961	69.974	69.974	2802
k141_8397	1294	4.70105	4.70105	11.6061
k141_7410	1009	8.88591	8.88591	28.7306
k141_2217	1270	30.5696	30.5696	960.271
k141_3735	1100	2.80421	2.80421	2.62338
k141_5405	17379	65.0499	65.0499	4061.82
k141_444	1472	9.83434	9.83434	98.8752
k141_11318	8941	37.3601	37.3601	729.608
k141_8398	1480	2.49474	2.49474	5.09891
k141_7411	1048	2.49109	2.49109	5.45641
k141_3736	1223	2.19105	2.19105	7.25173
k141_4937	4109	134.845	134.845	13135.6
k141_447	1237	5.88776	5.88776	14.5454
k141_2222	2918	264.668	264.668	10139.6
k141_3308	7691	68.1066	68.1066	3516.53
k141_1071	27844	51.2604	51.2604	3384.85
k141_7418	1307	11.497	11.497	176.383
k141_3310	1097	6.2735	6.2735	11.6577
k141_5406	7641	55.7935	55.7935	1701.76
k141_8595	98472	55.1319	55.1319	4210.84
k141_3311	1152	1.78244	1.78244	3.70086
k141_6281	65961	51.4035	51.4035	3120.73
k141_7420	2959	28.7697	28.7697	423.108
k141_11323	6721	22.7627	22.7627	104.038
k141_3312	1601	7.50448	7.50448	162.86
k141_9902	1063	33.3658	33.3669	396.285
k141_7421	1185	6.58647	6.58647	29.5579
k141_5623	1589	65.8777	65.8777	2316.67
k141_451	1069	1.81175	1.81175	1.59089
k141_3313	1524	11.9847	11.9847	80.8703
k141_10103	187228	45.6128	45.6128	3057.09
k141_7422	1386	8.10518	8.10518	71.2839
k141_11326	1140	4.3303	4.3303	8.69664
k141_1275	31563	68.4824	68.4824	3156.19
k141_6695	46761	58.6187	58.6187	10530.4
k141_14430	18239	108.538	108.538	9098.43
k141_9040	19734	113.594	113.594	7406.77
k141_13795	134880	51.7102	51.7102	7074.84
k141_7423	3360	172.805	172.805	8708.46
k141_454	1126	167.782	167.782	31153
k141_2877	57341	250.042	250.042	113837
k141_1757	27490	32.5847	32.5847	895.244
k141_12670	86819	85.1146	85.1146	11750.1
k141_11332	2400	45.8924	45.8924	1118.29
k141_4449	17626	46.9684	46.9684	1920.72
k141_9043	1586	5.2298	5.2298	16.2594
k141_9044	1401	4.2462	4.2462	14.0561
k141_4450	1427	1.88097	1.88097	2.24443
k141_14437	1586	11.7382	11.7382	160.147
k141_13378	36668	183.004	183.004	33532.8
k141_4720	41421	89.1312	89.1312	24983.1
k141_4451	1247	2.76937	2.76937	4.78895
k141_11336	1799	4.43602	4.43602	13.8129
k141_2879	3587	8166.67	8166.67	1.64859e+08
k141_6701	3544	10.142	10.142	140.621
k141_6702	1007	15.3816	15.3816	240.426
k141_8400	20350	60.2998	60.2998	2729.66
k141_9046	3212	2176.94	2176.94	1.78208e+07
k141_14439	2008	59.4031	59.4031	2997.09
k141_3528	94359	245.067	245.067	90171.8
k141_14440	1085	2.37433	2.37433	1.98607
k141_9481	39947	72.1827	72.1827	8608.68
k141_2884	1379	2.16355	2.16355	2.42194
k141_13383	2145	82.617	82.617	1532.44
k141_3529	1492	24.8294	24.8294	328.567
k141_4223	47502	57.143	57.143	4605.9
k141_2885	4314	42.2582	42.2582	2682.78
k141_3532	3250	43.8771	43.8771	829.984
k141_14065	55506	96.812	96.812	11306.3
k141_13384	4313	102.493	102.493	4062.59
k141_6524	51019	114.87	114.87	13876.9
k141_11484	57758	56.949	56.949	11657.3
k141_14066	1507	1.77524	1.77524	0.981158
k141_6282	21530	52.561	52.561	3865.39
k141_9047	8978	34.3301	34.3301	452.245
k141_3533	2928	69.7905	69.7905	1422.21
k141_11485	1210	2.01981	2.01981	4.30083
k141_12263	3878	54.1038	54.1038	4272.45
k141_3535	1068	3.08279	3.08279	4.66487
k141_7425	15738	53.4595	53.4595	4277.12
k141_6283	3279	91.1432	91.1432	7331.23
k141_7258	117286	44.7893	44.7893	3786.91
k141_9730	16487	150.832	150.832	14531
k141_4453	14035	56.2959	56.2959	1411.81
k141_457	8103	84.036	84.036	11374.1
k141_5407	28096	105.848	105.848	23389.8
k141_2224	29725	70.2273	70.2273	5560.15
k141_9732	1255	390.881	390.881	59842.1
k141_4454	1491	7.66816	7.66816	26.425
k141_7426	4105	90.8223	90.8223	3974
k141_4724	15488	148.815	148.815	11487.1
k141_9733	1032	376.527	376.527	560394
k141_5408	1652	2.56059	2.56059	5.48303
k141_8802	60233	72.0584	72.0584	5160.96
k141_11487	6374	138.228	138.228	10273.1
k141_8126	92274	70.6759	70.6759	6720.58
k141_4725	1580	7.94615	7.94615	65.7613
k141_2886	9782	61.3613	61.3613	2542.34
k141_3536	7032	40.8826	40.8826	736.329
k141_10378	55242	144.707	144.707	31663.9
k141_7429	1654	185.158	185.158	41680.8
k141_576	49103	52.112	52.112	1801.92
k141_4728	1252	3.1706	3.1706	3.71837
k141_7259	6424	65.222	65.2222	3056.23
k141_2889	1498	26.7641	26.7641	86.0633
k141_3539	1440	7.34651	7.34651	21.1747
k141_5413	2849	4.65691	4.65691	25.6139
k141_6526	12290	165.303	165.303	42160.4
k141_10381	2565	257.193	257.193	103941
k141_9229	133336	4.81841	4.81841	23.4985
k141_2892	1162	70.916	70.916	510.503
k141_577	3509	74.3007	74.301	1740.18
k141_10383	2087	104.909	104.909	9901.83
k141_1759	27729	61.6863	61.6863	3276.93
k141_6703	24211	166.72	166.72	24633.9
k141_834	28625	65.616	65.616	3129.68
k141_2226	9390	70.8035	70.8035	1433.58
k141_7430	6809	155.322	155.322	16499.3
k141_578	2617	44.9278	44.9278	1986.06
k141_11979	124775	56.9128	56.9128	4230.73
k141_7260	6791	34.8791	34.8791	302.132
k141_836	1237	4.60994	4.60994	11.1903
k141_14070	16446	54.2161	54.2161	1509.67
k141_10384	3267	50.8043	50.8043	581.153
k141_2227	2153	81.9676	81.9676	3718.39
k141_8127	10516	42.5306	42.5306	827.93
k141_5415	6606	47.6617	47.6617	1262.52
k141_14071	1051	50.0855	50.0855	303.924
k141_4734	5741	46.2833	46.2833	525.697
k141_9743	7914	189.917	189.917	25961
k141_2229	1694	5.10816	5.10816	10.0822
k141_4457	13089	85.5521	85.5521	9550.59
k141_4224	22501	44.4681	44.4681	1950.09
k141_9744	1504	2.77843	2.77843	2.79343
k141_11492	11005	119.825	119.825	10802.2
k141_9482	28457	64.8525	64.8525	3855.71
k141_8131	2049	134.919	134.92	28466.3
k141_2231	1120	9.72165	9.72165	125.683
k141_14441	28726	45.7583	45.7583	1302.87
k141_9483	1042	97.3599	97.3599	2505.06
k141_3543	10300	275.585	275.585	93326.5
k141_11827	106208	6.26033	6.26033	57.7136
k141_2232	1684	15.4615	15.4615	130.714
k141_12395	418377	59.0362	59.0362	5108.33
k141_10385	6593	31.0982	31.0982	293.674
k141_11980	7563	67.31	67.31	5013.36
k141_8136	1114	1.80394	1.80394	2.91375
k141_6704	8560	236.207	236.207	122197
k141_10655	21998	37.9588	37.9588	485.823
k141_584	5856	113.55	113.55	6587.81
k141_2405	102290	60.0076	60.0076	3187.19
k141_4461	4054	52.6089	52.6089	842.581
k141_10656	1283	2.31686	2.31686	2.3103
k141_12397	1347	17.2281	17.2289	220.908
k141_6706	1583	13.903	13.903	89.4454
k141_3095	77321	43.6589	43.6589	2861.4
k141_4736	8678	54.7363	54.7363	1550.79
k141_5417	9464	34.2041	34.2041	700.345
k141_3096	1028	3.1082	3.1082	3.24143
k141_11337	36950	129.144	129.144	19282
k141_11493	4595	26.957	26.957	96.7172
k141_4225	8839	216.879	216.879	25376.3
k141_8402	37784	43.129	43.129	1768.59
k141_10386	5895	183.713	183.713	29100.3
k141_4226	1068	1.94662	1.94662	1.64927
k141_4738	2182	2.99557	2.99557	7.15167
k141_7898	110770	65.9271	65.9271	6564.02
k141_6286	28979	45.5408	45.5408	3787.53
k141_6961	70529	102.617	102.617	9812.76
k141_12671	43208	59.9047	59.9047	1969.25
k141_2408	2450	64.9609	64.9609	1138.47
k141_837	13421	188.985	188.985	18875.2
k141_10866	79120	83.7698	83.7698	15748.4
k141_7899	2107	1314.66	1314.66	8.67369e+06
k141_8139	6980	29.4805	29.4805	198.517
k141_14073	14071	45.9748	45.9748	1328.04
k141_839	1326	45.9855	45.9855	7092.66
k141_9747	13140	236.822	236.822	59420.8
k141_8140	1465	7.09049	7.09049	57.6183
k141_14447	9832	29.4731	29.4731	231.037
k141_12675	1179	4.72886	4.72886	9.62974
k141_6964	1083	2.0836	2.0836	4.68399
k141_10867	2985	66.2582	66.2582	5677.56
k141_2409	3287	45.2894	45.2894	1670.84
k141_9903	21951	29.6259	29.6259	220.614
k141_4940	62808	100.48	100.48	21418.6
k141_7904	1888	63.0633	63.0633	2091.47
k141_585	10690	46.1087	46.1087	849.638
k141_2410	1166	28.1112	28.1112	60.7531
k141_10868	1319	3.07784	3.07784	4.803
k141_9486	13714	44.0192	44.0192	939.272
k141_12678	1391	4.55036	4.55036	21.4623
k141_8142	2470	34.3272	34.3272	378.472
k141_840	3428	27.4844	27.4844	71.8157
k141_6968	1727	2.49778	2.49778	8.09411
k141_9488	1171	2.23604	2.23604	6.56484
k141_2414	1020	3.58736	3.58736	6.55331
k141_10870	1743	5.03515	5.03515	8.32651
k141_841	1448	33.1102	33.1102	110.081
k141_590	1961	7.79514	7.79514	39.7146
k141_10387	10050	58.9908	58.9908	2170.11
k141_6288	3703	113.264	113.264	23410.8
k141_5999	141942	83.2806	83.2806	9801.05
k141_3099	11347	37.3091	37.3091	388.981
k141_12679	3330	12.6164	12.6164	191.541
k141_4747	6265	73.424	73.424	7224.74
k141_9493	1142	6.49698	6.49698	19.2896
k141_9048	42820	54.7711	54.7711	5718.93
k141_9912	3305	43.2773	43.2773	918.217
k141_14075	8627	28.7546	28.7546	154.017
k141_843	3549	41.0686	41.0686	2083.73
k141_4942	7014	115.303	115.303	39503.6
k141_6003	1386	40.034	40.034	557.454
k141_9494	2388	1.66309	1.66309	2.02947
k141_9913	1668	3.11858	3.11858	11.1435
k141_1276	62353	232.383	232.383	86525.8
k141_7905	9042	76.7007	76.7007	19430.4
k141_2415	7422	96.7046	96.7046	3079.54
k141_10106	63271	89.2886	89.2886	19212.5
k141_8147	6920	35.9925	35.9925	279.644
k141_7906	1183	1.93417	1.93417	2.40069
k141_13387	46106	42.2198	42.2198	3148.43
k141_844	3735	47.5297	47.5297	1754.26
k141_6289	7749	29.9553	29.9553	1125.6
k141_11341	18194	61.8948	61.8948	3986.61
k141_6290	1092	3.53715	3.53715	4.98638
k141_13388	2394	24.3307	24.3307	62.8777
k141_6969	11158	234.969	234.969	82380
k141_9049	7166	102.723	102.723	9122.85
k141_11342	1106	11.4728	11.4728	39.1795
k141_12398	23493	38.8864	38.8864	4684.37
k141_6971	1170	2.71176	2.71176	4.86876
k141_10107	5332	76.1191	76.1191	2230.27
k141_9051	1749	292.274	292.274	143409
k141_11345	1372	1.38298	1.38298	1.53217
k141_6972	1329	4.79305	4.79305	8.64813
k141_9753	5804	130.591	130.591	113275
k141_9052	1275	39.7387	39.7387	174.464
k141_8148	6812	128.242	128.242	14125.2
k141_13389	4479	174.046	174.046	26483
k141_9756	1028	1.418	1.418	2.33477
k141_10111	1581	17.6366	17.6366	28.0805
k141_1278	9499	33.2238	33.2238	181.72
k141_9053	2383	3.82042	3.82042	10.0392
k141_9757	1120	3.55155	3.55155	6.97616
k141_14450	19877	145.935	145.935	79280.1
k141_9235	41034	234.664	234.664	58972.9
k141_1279	1696	5.93984	5.93984	23.4625
k141_9056	2110	59.8281	59.8281	1636.91
k141_10391	16893	39.653	39.653	654.745
k141_3100	17061	61.5765	61.5765	4250.37
k141_7261	41906	110.084	110.084	12958.8
k141_7434	39064	86.6932	86.6932	10807.8
k141_1280	4048	38.8576	38.8576	330.573
k141_2417	14864	46.4046	46.4046	811.872
k141_2236	34239	56.241	56.241	2697.58
k141_12399	9858	34.7426	34.7426	950.919
k141_9057	3506	80.5	80.5	3681.41
k141_9236	4909	124.197	124.197	17502.3
k141_4227	30248	52.4385	52.4385	1745.3
k141_5624	33594	167.816	167.816	17578.3
k141_7435	3101	79.5781	79.5781	2424.71
k141_10397	2246	29.2643	29.2643	71.926
k141_1282	1714	9.48018	9.48018	96.8256
k141_9238	1432	5.29953	5.29953	14.3802
k141_9061	1061	1.44896	1.44896	1.15536
k141_8805	53380	114.747	114.747	14488.6
k141_2238	2215	175.26	175.26	19161.5
k141_7438	1007	11.3454	11.3454	37.6283
k141_9239	1676	2371.44	2371.44	2.54645e+07
k141_6527	50557	86.6096	86.6096	24245.8
k141_7263	5681	31.5079	31.5079	123.408
k141_2419	4093	61.9485	61.9485	3054.76
k141_1286	1549	2.63474	2.63474	3.53958
k141_7264	1175	1.95122	1.95122	1.91362
k141_5138	246052	48.8738	48.8738	2267.58
k141_10398	4473	40.8663	40.8663	467.1
k141_5139	1019	7.08055	7.08055	13.6987
k141_7440	2264	4.61353	4.61353	18.2012
k141_1760	43550	61.4442	61.4442	5051.89
k141_8810	1599	36.4099	36.4099	198.126
k141_2239	3658	65.9507	65.9507	4515.43
k141_7441	1131	26.7329	26.7329	1138.82
k141_846	6889	134.921	134.921	37811.7
k141_12847	119585	78.538	78.538	11804.5
k141_1291	1100	3178.77	3178.77	7.24723e+07
k141_1761	1581	2.07757	2.07757	2.6744
k141_9240	5072	29.447	29.447	1024.99
k141_12848	1324	2164.54	2164.54	4.44767e+06
k141_1292	1267	3.17995	3.17995	5.96304
k141_6293	21666	37.4825	37.4825	1447.78
k141_5816	214734	5.22309	5.22309	37.5803
k141_13560	96334	93.8594	93.8594	9140.04
k141_12849	1617	5909.33	5909.33	3.49039e+07
k141_6294	1332	9.06853	9.06853	29.61
k141_10399	6875	2558.55	2558.55	5.5572e+07
k141_6295	1103	6.84365	6.84365	15.2539
k141_7442	5515	41.6801	41.6801	858.334
k141_6296	1014	3.54514	3.54514	6.48462
k141_850	3498	51.9361	51.9361	1366.64
k141_14451	18112	68.1651	68.1651	7043.48
k141_9062	8884	28.7881	28.7882	119.758
k141_7443	1223	3.7931	3.7931	13.0747
k141_13561	3170	76.7864	76.7864	9405.54
k141_8813	7788	84.8421	84.8421	7284.87
k141_2246	6128	196.767	196.767	31704.6
k141_13392	21435	75.235	75.235	16876.5
k141_1562	131521	90.9128	90.9128	36531.8
k141_1072	97716	108.834	108.834	18814.8
k141_6005	16567	134.259	134.259	10978.1
k141_13394	1572	3.53446	3.53446	9.51994
k141_8149	29132	212.622	212.622	65528.5
k141_1296	10861	102.304	102.304	17284.4
k141_1073	4174	53.6906	53.6906	3473.48
k141_6530	16886	229.004	229.004	68048.9
k141_10112	29157	90.1002	90.1002	69925.9
k141_13396	4116	54.1765	54.1765	3794.31
k141_8150	1470	6.52197	6.52197	42.4847
k141_857	4803	46.3196	46.3196	1687.95
k141_1074	1419	34.751	34.751	60.5278
k141_6531	1335	4.63544	4.63544	6.55788
k141_1566	4771	267.033	267.033	52009.4
k141_11346	31032	42.7822	42.7822	994.896
k141_9502	36466	45.3032	45.3032	1214.57
k141_13397	1372	540.585	540.585	245824
k141_10113	1850	1.81	1.81	2.5648
k141_8151	2129	75.0025	75.0025	7337.61
k141_2251	6821	51.6978	51.6978	1580.95
k141_1297	3218	28.2014	28.2014	95.3909
k141_1568	1280	118.939	118.939	4899.8
k141_11347	1550	6.03571	6.03571	20.815
k141_10114	1139	3.12942	3.12942	4.67352
k141_1298	1183	1.8122	1.8122	3.45113
k141_6535	1256	1.46926	1.46926	1.25019
k141_11828	61587	127.975	127.975	63346.2
k141_1569	2071	47.2514	47.2514	604.838
k141_13398	3293	31.1012	31.1012	336.177
k141_2254	1814	2.88522	2.88522	5.28386
k141_7449	11013	33.6145	33.6145	345.518
k141_1302	1103	2.29381	2.29381	1.92828
k141_13399	1322	7.91724	7.91724	94.2288
k141_6008	3468	41.6426	41.6426	982.226
k141_3314	104952	110.497	110.497	16956.4
k141_4944	46890	57.8641	57.8641	3083.61
k141_10871	51457	90.9442	90.9442	6143.39
k141_8815	13291	64.8344	64.8344	2526.2
k141_6299	7132	158.197	158.197	15739.8
k141_596	22160	102.721	102.721	21974.2
k141_1572	1427	2.54894	2.54894	3.34654
k141_1573	1038	3.13739	3.13739	4.43207
k141_1304	1947	13.9794	13.9794	140.834
k141_9503	7271	73.3397	73.3397	4001.53
k141_11348	5501	167.792	167.792	29838.3
k141_4947	1058	13.1024	13.1024	154.251
k141_11349	1025	416.146	416.146	60097
k141_598	2118	64.6047	64.6047	2585.64
k141_1575	1489	2.40478	2.40478	4.39362
k141_3316	3315	46.8136	46.8136	1694.1
k141_1762	24263	149.12	149.12	30769.4
k141_3101	35120	37.4095	37.4095	1164.09
k141_6538	6300	69.3198	69.3198	1806.64
k141_1576	1882	77.474	77.474	1453.57
k141_6707	66327	156.258	156.258	20513.1
k141_4951	1481	3.96168	3.96168	7.57973
k141_9241	2015	8.7941	8.7941	94.8934
k141_9509	1142	2.00202	2.00202	4.78103
k141_1766	1036	2.04628	2.04628	4.32219
k141_6539	2548	223.759	223.759	9021.39
k141_9511	1179	38.8465	38.8465	227.068
k141_4749	56377	36.178	36.178	1060.37
k141_9244	1990	131.992	131.992	13915.4
k141_3102	3374	65.5	65.5	1819.2
k141_10402	26326	51.6905	51.6905	2056.8
k141_9245	1604	84.4202	84.4202	485.205
k141_1769	2638	31.7259	31.7259	285.805
k141_9758	33265	136.048	136.048	19371.6
k141_5818	28498	42.0093	42.0093	781.052
k141_9247	1175	48.319	48.319	686.645
k141_1946	309159	63.812	63.812	8393.27
k141_6009	11967	33.8442	33.8442	486.201
k141_5819	1451	4.25673	4.25673	9.08015
k141_3104	3818	33.8877	33.8877	280.297
k141_12850	31772	49.5613	49.5613	3245.05
k141_9249	1407	1.17104	1.17104	1.11324
k141_3318	8795	90.3673	90.3673	14023.5
k141_6011	1623	1.98642	1.98642	2.10445
k141_3319	2273	5.32454	5.32454	22.9433
k141_6973	53103	114.44	114.44	14187.4
k141_11353	11641	77.2612	77.2612	19187.7
k141_14454	29721	46.1111	46.1111	4587.87
k141_4956	9724	31.8219	31.8219	329.775
k141_3320	1150	257.841	257.841	11091.9
k141_2255	17635	42.1375	42.1375	4347.96
k141_6975	1097	6.23548	6.23548	88.2934
k141_11981	80204	103.959	103.959	11063.1
k141_4750	9948	56.7646	56.7646	2036.62
k141_14455	1702	4.42139	4.42139	7.04616
k141_11082	241485	69.0387	69.0387	5261.61
k141_11354	2387	3.40054	3.40054	7.08369
k141_1580	12735	99.673	99.673	28079.7
k141_4959	1667	4.39222	4.39222	11.009
k141_10658	83346	60.6386	60.6386	8144.37
k141_11084	1110	1.40417	1.40417	1.50696
k141_14457	1172	3.42955	3.42955	15.8438
k141_1305	19062	53.3228	53.3228	4184.09
k141_4960	1783	1.73791	1.73791	2.84791
k141_14458	1005	4.39298	4.39298	55.0164
k141_6709	14999	33.177	33.177	381.927
k141_3105	8342	166.073	166.073	9174.32
k141_1584	1476	28.7572	28.7572	39.3341
k141_6976	4560	48.1129	48.1129	1303.17
k141_12854	7681	31.6942	31.6942	133.19
k141_4961	1116	65.146	65.147	11752.7
k141_1076	26310	97.3933	97.3933	15128.8
k141_2258	4337	185.565	185.565	57103.7
k141_1306	1774	2.98153	2.98153	4.84375
k141_1078	1012	7.30742	7.30742	7.31886
k141_10659	4469	64.0803	64.0803	1723.93
k141_13400	23996	212.933	212.933	56534.2
k141_6712	2332	38.9972	38.9972	450.165
k141_9759	9703	65.4185	65.4185	6133.86
k141_1079	1575	2.35719	2.35719	4.55701
k141_3323	7153	29.8555	29.8555	228.761
k141_1588	1948	2.99722	2.99722	3.11462
k141_10661	1121	6.96292	6.96292	43.0662
k141_6982	1244	0.724863	0.724863	0.671717
k141_5141	46883	103.235	103.235	19571.2
k141_1081	1024	9.98856	9.98856	28.9461
k141_8405	58571	58.2987	58.2987	9890.11
k141_2421	52504	115.367	115.367	58282.3
k141_3325	1309	2.99137	2.99137	4.31249
k141_6713	3163	23.6343	23.6343	224.099
k141_6983	1684	5.41004	5.41004	12.9818
k141_13402	2898	122.459	122.459	9358.16
k141_1591	1423	30.9293	30.9293	91.2372
k141_9516	19191	32.5734	32.5734	459.381
k141_5145	1016	443.823	443.823	347128
k141_3327	1281	2.79929	2.79929	2.91278
k141_6714	1746	1.85965	1.85965	4.46177
k141_9517	1046	272.106	272.106	37925.9
k141_3329	1047	1.23746	1.23746	0.944676
k141_2427	1104	56.6918	56.6918	1009.01
k141_2428	1107	8.35214	8.35319	11.3877
k141_7908	72264	134.668	134.668	47858.9
k141_3545	77850	209.474	209.474	45918.4
k141_12858	10433	120.173	120.173	46904.9
k141_7909	1253	29.5956	29.5956	147.318
k141_9761	6986	66.0379	66.0379	2888.57
